properties{
  x = 0,
  y = 0,
  width = 1600,
  height = 1600,
  min_layer = 0,
  max_layer = 4,
  world = "d3",
  tileset = "d3set",
  music = "eduardo/mountains",
}

tile{
  layer = 0,
  x = 1280,
  y = 992,
  width = 32,
  height = 176,
  pattern = "41",
}

tile{
  layer = 0,
  x = 992,
  y = 240,
  width = 128,
  height = 32,
  pattern = "158",
}

tile{
  layer = 0,
  x = 992,
  y = 320,
  width = 128,
  height = 32,
  pattern = "158_2",
}

tile{
  layer = 0,
  x = 1104,
  y = 272,
  width = 32,
  height = 64,
  pattern = "153_2",
}

tile{
  layer = 0,
  x = 1104,
  y = 240,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 1104,
  y = 320,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 672,
  y = 272,
  width = 256,
  height = 192,
  pattern = "cave_ground_large",
}

tile{
  layer = 0,
  x = 816,
  y = 208,
  width = 32,
  height = 32,
  pattern = "42",
}

tile{
  layer = 0,
  x = 752,
  y = 208,
  width = 32,
  height = 32,
  pattern = "43",
}

tile{
  layer = 0,
  x = 816,
  y = 240,
  width = 32,
  height = 32,
  pattern = "45",
}

tile{
  layer = 0,
  x = 752,
  y = 240,
  width = 32,
  height = 32,
  pattern = "44",
}

tile{
  layer = 0,
  x = 672,
  y = 240,
  width = 32,
  height = 32,
  pattern = "158",
}

tile{
  layer = 0,
  x = 896,
  y = 240,
  width = 32,
  height = 32,
  pattern = "158",
}

tile{
  layer = 0,
  x = 848,
  y = 240,
  width = 64,
  height = 32,
  pattern = "35",
}

tile{
  layer = 0,
  x = 640,
  y = 96,
  width = 32,
  height = 112,
  pattern = "41",
}

tile{
  layer = 0,
  x = 1312,
  y = 1168,
  width = 256,
  height = 32,
  pattern = "39",
}

tile{
  layer = 0,
  x = 1312,
  y = 960,
  width = 256,
  height = 32,
  pattern = "35",
}

tile{
  layer = 0,
  x = 1424,
  y = 960,
  width = 32,
  height = 32,
  pattern = "45",
}

tile{
  layer = 0,
  x = 1424,
  y = 928,
  width = 32,
  height = 32,
  pattern = "42",
}

tile{
  layer = 0,
  x = 1392,
  y = 928,
  width = 32,
  height = 32,
  pattern = "43",
}

tile{
  layer = 0,
  x = 1392,
  y = 960,
  width = 32,
  height = 32,
  pattern = "44",
}

tile{
  layer = 0,
  x = 56,
  y = 624,
  width = 96,
  height = 32,
  pattern = "158",
}

tile{
  layer = 0,
  x = 80,
  y = 624,
  width = 48,
  height = 32,
  pattern = "35",
}

tile{
  layer = 0,
  x = 1280,
  y = 752,
  width = 32,
  height = 176,
  pattern = "41",
}

tile{
  layer = 0,
  x = 1224,
  y = 784,
  width = 32,
  height = 80,
  pattern = "37",
}

tile{
  layer = 0,
  x = 640,
  y = 752,
  width = 288,
  height = 416,
  pattern = "cave_ground_large",
}

tile{
  layer = 0,
  x = 784,
  y = 968,
  width = 32,
  height = 16,
  pattern = "41",
}

tile{
  layer = 0,
  x = 784,
  y = 936,
  width = 32,
  height = 32,
  pattern = "43",
}

tile{
  layer = 0,
  x = 736,
  y = 816,
  width = 32,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 736,
  y = 832,
  width = 32,
  height = 32,
  pattern = "45",
}

tile{
  layer = 0,
  x = 352,
  y = 504,
  width = 256,
  height = 192,
  pattern = "cave_ground_large",
}

tile{
  layer = 0,
  x = 360,
  y = 584,
  width = 64,
  height = 16,
  pattern = "161_3",
}

tile{
  layer = 0,
  x = 440,
  y = 536,
  width = 16,
  height = 16,
  pattern = "161",
}

tile{
  layer = 0,
  x = 456,
  y = 520,
  width = 16,
  height = 16,
  pattern = "shortwallcorner_6",
}

tile{
  layer = 0,
  x = 440,
  y = 520,
  width = 16,
  height = 16,
  pattern = "161_3",
}

tile{
  layer = 0,
  x = 440,
  y = 504,
  width = 16,
  height = 32,
  pattern = "161_6",
}

tile{
  layer = 0,
  x = 216,
  y = 744,
  width = 64,
  height = 64,
  pattern = "cave_ground_large",
}

tile{
  layer = 0,
  x = 184,
  y = 752,
  width = 32,
  height = 64,
  pattern = "153",
}

tile{
  layer = 0,
  x = 216,
  y = 808,
  width = 64,
  height = 32,
  pattern = "158_2",
}

tile{
  layer = 0,
  x = 280,
  y = 752,
  width = 32,
  height = 64,
  pattern = "153_2",
}

tile{
  layer = 0,
  x = 320,
  y = 1032,
  width = 32,
  height = 8,
  pattern = "56_9",
}

tile{
  layer = 0,
  x = 320,
  y = 1008,
  width = 32,
  height = 8,
  pattern = "54_9",
}

tile{
  layer = 0,
  x = 320,
  y = 1016,
  width = 32,
  height = 16,
  pattern = "55_10",
}

tile{
  layer = 0,
  x = 320,
  y = 920,
  width = 32,
  height = 8,
  pattern = "56_9",
}

tile{
  layer = 0,
  x = 320,
  y = 896,
  width = 32,
  height = 8,
  pattern = "54_9",
}

tile{
  layer = 0,
  x = 320,
  y = 904,
  width = 32,
  height = 16,
  pattern = "55_10",
}

tile{
  layer = 0,
  x = 320,
  y = 752,
  width = 32,
  height = 416,
  pattern = "153",
}

tile{
  layer = 0,
  x = 56,
  y = 656,
  width = 96,
  height = 32,
  pattern = "cave_ground_large",
}

tile{
  layer = 0,
  x = 56,
  y = 688,
  width = 96,
  height = 32,
  pattern = "158_2",
}

tile{
  layer = 0,
  x = 24,
  y = 656,
  width = 32,
  height = 32,
  pattern = "153",
}

tile{
  layer = 0,
  x = 152,
  y = 656,
  width = 32,
  height = 32,
  pattern = "153_2",
}

tile{
  layer = 0,
  x = 24,
  y = 624,
  width = 32,
  height = 32,
  pattern = "cavewall_1",
}

tile{
  layer = 0,
  x = 152,
  y = 624,
  width = 32,
  height = 32,
  pattern = "36_2",
}

tile{
  layer = 0,
  x = 24,
  y = 688,
  width = 32,
  height = 32,
  pattern = "40_2",
}

tile{
  layer = 0,
  x = 152,
  y = 688,
  width = 32,
  height = 32,
  pattern = "38_2",
}

tile{
  layer = 0,
  x = 56,
  y = 720,
  width = 96,
  height = 32,
  pattern = "158",
}

tile{
  layer = 0,
  x = 464,
  y = 1040,
  width = 16,
  height = 112,
